TF_ID	Gene_ID	Family
Sopen06g020860.1	Sopen06g020860	C2H2
Sopen06g021360.1	Sopen06g021360	C2H2
Sopen06g022130.1	Sopen06g022130	C2H2
Sopen06g022470.1	Sopen06g022470	C3H
Sopen06g023930.1	Sopen06g023930	C2H2
Sopen06g025650.1	Sopen06g025650	C2H2
Sopen06g028140.1	Sopen06g028140	C3H
Sopen06g028730.1	Sopen06g028730	C2H2
Sopen06g029090.1	Sopen06g029090	C3H
Sopen06g030820.1	Sopen06g030820	C2H2
Sopen06g031240.1	Sopen06g031240	C2H2
Sopen06g031640.1	Sopen06g031640	C2H2
Sopen06g032200.1	Sopen06g032200	C2H2
Sopen06g032210.1	Sopen06g032210	C2H2
Sopen06g033200.1	Sopen06g033200	C2H2
Sopen06g033410.1	Sopen06g033410	C3H
Sopen07g002980.1	Sopen07g002980	C2H2
Sopen07g027520.1	Sopen07g027520	C2H2
Sopen07g027730.1	Sopen07g027730	C3H
Sopen07g032110.1	Sopen07g032110	C2H2
Sopen07g034340.1	Sopen07g034340	C2H2
Sopen08g016010.1	Sopen08g016010	C2H2
Sopen08g018610.1	Sopen08g018610	C2H2
Sopen08g019620.1	Sopen08g019620	C3H
Sopen08g025580.1	Sopen08g025580	C2H2
Sopen08g025640.1	Sopen08g025640	LSD
Sopen08g025640.2	Sopen08g025640	LSD
Sopen08g027070.1	Sopen08g027070	C2H2
Sopen09g002420.1	Sopen09g002420	C2H2
Sopen09g002420.2	Sopen09g002420	C2H2
Sopen09g003270.1	Sopen09g003270	C2H2
Sopen09g003830.1	Sopen09g003830	C2H2
Sopen09g005880.1	Sopen09g005880	C2H2
Sopen09g020840.1	Sopen09g020840	C3H
Sopen09g027420.1	Sopen09g027420	C2H2
Sopen09g027950.1	Sopen09g027950	C2H2
Sopen09g029520.1	Sopen09g029520	C3H
Sopen09g029520.2	Sopen09g029520	C3H
Sopen09g029630.1	Sopen09g029630	C2H2
Sopen09g032540.1	Sopen09g032540	C2H2
Sopen10g011530.1	Sopen10g011530	C3H
Sopen10g016990.1	Sopen10g016990	C3H
Sopen10g016990.2	Sopen10g016990	C3H
Sopen10g019900.1	Sopen10g019900	C2H2
Sopen10g025660.1	Sopen10g025660	C2H2
Sopen10g026890.1	Sopen10g026890	C2H2
Sopen10g028790.1	Sopen10g028790	C2H2
Sopen10g028790.2	Sopen10g028790	C2H2
Sopen10g028790.3	Sopen10g028790	C2H2
Sopen10g029370.1	Sopen10g029370	C3H
Sopen10g029600.1	Sopen10g029600	C2H2
Sopen10g029610.1	Sopen10g029610	C2H2
Sopen10g029760.1	Sopen10g029760	C3H
Sopen10g030810.1	Sopen10g030810	C2H2
Sopen10g030850.1	Sopen10g030850	C3H
Sopen10g031020.1	Sopen10g031020	C3H
Sopen10g033630.1	Sopen10g033630	C2H2
Sopen10g034970.1	Sopen10g034970	C2H2
Sopen11g002170.1	Sopen11g002170	C2H2
Sopen11g003900.1	Sopen11g003900	C2H2
Sopen11g004680.1	Sopen11g004680	C3H
Sopen11g009090.1	Sopen11g009090	C2H2
Sopen11g024040.1	Sopen11g024040	C2H2
Sopen11g026150.1	Sopen11g026150	C2H2
Sopen11g026170.1	Sopen11g026170	C2H2
Sopen11g027970.1	Sopen11g027970	C2H2
Sopen11g028060.1	Sopen11g028060	C3H
Sopen11g028750.1	Sopen11g028750	C3H
Sopen11g029860.1	Sopen11g029860	C2H2
Sopen11g030700.1	Sopen11g030700	C2H2
Sopen11g030710.1	Sopen11g030710	C2H2
Sopen11g030720.1	Sopen11g030720	C2H2
Sopen11g030730.1	Sopen11g030730	C2H2
Sopen12g003600.1	Sopen12g003600	C3H
Sopen12g003800.1	Sopen12g003800	C3H
Sopen12g004380.1	Sopen12g004380	C3H
Sopen12g008190.1	Sopen12g008190	C3H
Sopen12g008190.2	Sopen12g008190	C3H
Sopen12g016540.1	Sopen12g016540	C3H
Sopen12g030370.1	Sopen12g030370	C2H2
Sopen12g030380.1	Sopen12g030380	C2H2
Sopen01g001670.1	Sopen01g001670	MYB
Sopen01g004560.1	Sopen01g004560	MYB
Sopen01g004560.2	Sopen01g004560	MYB
Sopen01g006750.1	Sopen01g006750	MYB
Sopen01g023280.1	Sopen01g023280	MYB
Sopen01g031400.1	Sopen01g031400	MYB
Sopen01g034190.1	Sopen01g034190	MYB
Sopen01g036310.1	Sopen01g036310	MYB
Sopen01g044790.1	Sopen01g044790	MYB
Sopen01g053540.1	Sopen01g053540	MYB
Sopen02g016480.1	Sopen02g016480	MYB
Sopen02g016880.1	Sopen02g016880	MYB
Sopen02g024100.1	Sopen02g024100	MYB
Sopen02g026690.1	Sopen02g026690	MYB
Sopen02g031450.1	Sopen02g031450	MYB
Sopen02g032700.1	Sopen02g032700	MYB
Sopen02g032880.1	Sopen02g032880	MYB
Sopen02g033980.1	Sopen02g033980	MYB
Sopen02g036550.1	Sopen02g036550	MYB
Sopen02g037490.1	Sopen02g037490	MYB
Sopen02g038370.1	Sopen02g038370	MYB
Sopen03g001570.1	Sopen03g001570	MYB
Sopen03g004680.1	Sopen03g004680	MYB
Sopen03g013390.1	Sopen03g013390	MYB
Sopen03g024770.1	Sopen03g024770	MYB
Sopen03g024780.1	Sopen03g024780	MYB
Sopen03g026460.1	Sopen03g026460	MYB
Sopen03g028980.1	Sopen03g028980	MYB
Sopen03g028980.2	Sopen03g028980	MYB
Sopen03g031480.1	Sopen03g031480	MYB
Sopen03g031970.1	Sopen03g031970	MYB
Sopen03g035070.1	Sopen03g035070	MYB
Sopen03g037940.1	Sopen03g037940	MYB
Sopen03g038240.1	Sopen03g038240	MYB
Sopen03g038590.1	Sopen03g038590	MYB
Sopen03g040550.1	Sopen03g040550	MYB
Sopen04g001760.1	Sopen04g001760	MYB
Sopen04g004050.1	Sopen04g004050	MYB
Sopen04g005080.1	Sopen04g005080	MYB
Sopen04g005080.2	Sopen04g005080	MYB
Sopen04g006600.1	Sopen04g006600	MYB
Sopen04g018550.1	Sopen04g018550	MYB
Sopen04g025190.1	Sopen04g025190	MYB
Sopen04g026490.1	Sopen04g026490	MYB
Sopen04g029340.1	Sopen04g029340	MYB
Sopen04g030840.1	Sopen04g030840	MYB
Sopen04g032030.1	Sopen04g032030	MYB
Sopen04g032970.1	Sopen04g032970	MYB
Sopen05g003120.1	Sopen05g003120	MYB
Sopen05g003120.2	Sopen05g003120	MYB
Sopen05g003570.1	Sopen05g003570	MYB
Sopen05g003580.1	Sopen05g003580	MYB
Sopen05g003720.1	Sopen05g003720	MYB
Sopen05g004090.1	Sopen05g004090	MYB
Sopen05g004950.1	Sopen05g004950	MYB
Sopen05g008240.1	Sopen05g008240	MYB
Sopen05g009380.1	Sopen05g009380	MYB
Sopen05g028160.1	Sopen05g028160	MYB
Sopen05g030000.1	Sopen05g030000	MYB
Sopen05g031360.1	Sopen05g031360	MYB
Sopen05g031660.1	Sopen05g031660	MYB
Sopen05g031840.1	Sopen05g031840	MYB
Sopen05g033490.1	Sopen05g033490	MYB
Sopen05g033680.1	Sopen05g033680	MYB
Sopen06g004360.1	Sopen06g004360	MYB
Sopen06g014150.1	Sopen06g014150	MYB
Sopen06g018710.1	Sopen06g018710	MYB
Sopen06g023610.1	Sopen06g023610	MYB
Sopen06g027120.1	Sopen06g027120	MYB
Sopen06g028000.1	Sopen06g028000	MYB
Sopen06g030050.1	Sopen06g030050	MYB
Sopen06g031320.1	Sopen06g031320	MYB
Sopen06g033150.1	Sopen06g033150	MYB
Sopen06g033230.1	Sopen06g033230	MYB
Sopen06g035300.1	Sopen06g035300	MYB
Sopen07g002850.1	Sopen07g002850	MYB
Sopen07g003890.1	Sopen07g003890	MYB
Sopen07g025920.1	Sopen07g025920	MYB
Sopen07g026800.1	Sopen07g026800	MYB
Sopen07g026810.1	Sopen07g026810	MYB
Sopen07g026840.1	Sopen07g026840	MYB
Sopen07g026860.1	Sopen07g026860	MYB
Sopen07g028750.1	Sopen07g028750	MYB
Sopen08g001830.1	Sopen08g001830	MYB
Sopen08g019610.1	Sopen08g019610	MYB
Sopen08g022170.1	Sopen08g022170	MYB
Sopen08g025260.1	Sopen08g025260	MYB
Sopen08g027720.1	Sopen08g027720	MYB
Sopen08g028900.1	Sopen08g028900	MYB
Sopen08g031120.1	Sopen08g031120	MYB
Sopen09g003070.1	Sopen09g003070	MYB
Sopen09g003210.1	Sopen09g003210	MYB
Sopen09g005550.1	Sopen09g005550	MYB
Sopen09g005570.1	Sopen09g005570	MYB
Sopen09g006600.1	Sopen09g006600	MYB
Sopen09g007130.1	Sopen09g007130	MYB
Sopen09g018670.1	Sopen09g018670	MYB
Sopen09g033040.1	Sopen09g033040	MYB
Sopen09g033740.1	Sopen09g033740	MYB
Sopen10g001230.1	Sopen10g001230	MYB
Sopen10g001440.1	Sopen10g001440	MYB
Sopen10g001530.1	Sopen10g001530	MYB
Sopen10g001730.1	Sopen10g001730	MYB
Sopen10g004480.1	Sopen10g004480	MYB
Sopen10g013360.1	Sopen10g013360	MYB
Sopen10g025190.1	Sopen10g025190	MYB
Sopen10g028480.1	Sopen10g028480	MYB
Sopen10g031820.1	Sopen10g031820	MYB
Sopen10g032000.1	Sopen10g032000	MYB
Sopen10g033340.1	Sopen10g033340	MYB
Sopen10g035640.1	Sopen10g035640	MYB
Sopen10g035650.1	Sopen10g035650	MYB
Sopen10g035660.1	Sopen10g035660	MYB
Sopen10g035680.1	Sopen10g035680	MYB
Sopen11g002650.1	Sopen11g002650	MYB
Sopen11g005820.1	Sopen11g005820	MYB
Sopen11g025590.1	Sopen11g025590	MYB
Sopen11g027740.1	Sopen11g027740	MYB
Sopen11g028980.2	Sopen11g028980	MYB
Sopen11g029190.1	Sopen11g029190	MYB
Sopen11g029710.1	Sopen11g029710	MYB
Sopen12g001840.1	Sopen12g001840	MYB
Sopen12g003610.1	Sopen12g003610	MYB
Sopen12g010230.1	Sopen12g010230	MYB
Sopen12g010240.1	Sopen12g010240	MYB
Sopen12g023780.1	Sopen12g023780	MYB
Sopen12g023820.1	Sopen12g023820	MYB
Sopen12g033830.1	Sopen12g033830	MYB
Sopen00g008100.1	Sopen00g008100	MYB_related
Sopen00g008560.1	Sopen00g008560	MYB_related
Sopen01g022250.1	Sopen01g022250	MYB_related
Sopen01g029510.1	Sopen01g029510	MYB_related
Sopen01g030990.1	Sopen01g030990	MYB_related
Sopen01g030990.2	Sopen01g030990	MYB_related
Sopen01g033520.1	Sopen01g033520	MYB_related
Sopen01g038820.1	Sopen01g038820	MYB_related
Sopen01g039390.1	Sopen01g039390	MYB_related
Sopen01g049220.1	Sopen01g049220	MYB_related
Sopen01g051860.1	Sopen01g051860	MYB_related
Sopen01g051880.1	Sopen01g051880	MYB_related
Sopen02g011740.1	Sopen02g011740	MYB_related
Sopen02g014730.1	Sopen02g014730	MYB_related
Sopen02g014730.2	Sopen02g014730	MYB_related
Sopen02g014730.3	Sopen02g014730	MYB_related
Sopen02g023630.1	Sopen02g023630	MYB_related
Sopen02g026250.1	Sopen02g026250	MYB_related
Sopen02g026250.2	Sopen02g026250	MYB_related
Sopen02g026250.3	Sopen02g026250	MYB_related
Sopen02g027030.1	Sopen02g027030	MYB_related
Sopen02g027050.1	Sopen02g027050	MYB_related
Sopen02g029840.1	Sopen02g029840	MYB_related
Sopen03g024790.1	Sopen03g024790	MYB_related
Sopen03g029070.1	Sopen03g029070	MYB_related
Sopen03g032580.1	Sopen03g032580	MYB_related
Sopen03g032660.1	Sopen03g032660	MYB_related
Sopen03g034440.1	Sopen03g034440	MYB_related
Sopen03g040660.1	Sopen03g040660	MYB_related
Sopen03g040810.1	Sopen03g040810	MYB_related
Sopen04g001120.1	Sopen04g001120	MYB_related
Sopen04g005820.1	Sopen04g005820	MYB_related
Sopen04g034020.1	Sopen04g034020	MYB_related
Sopen04g034090.1	Sopen04g034090	MYB_related
Sopen05g008230.1	Sopen05g008230	MYB_related
Sopen05g031140.1	Sopen05g031140	MYB_related
Sopen06g001290.1	Sopen06g001290	MYB_related
Sopen06g001300.1	Sopen06g001300	MYB_related
Sopen06g001550.1	Sopen06g001550	MYB_related
Sopen06g001550.2	Sopen06g001550	MYB_related
Sopen06g010700.1	Sopen06g010700	MYB_related
Sopen06g010700.2	Sopen06g010700	MYB_related
Sopen06g010700.3	Sopen06g010700	MYB_related
Sopen06g012070.1	Sopen06g012070	MYB_related
Sopen06g012070.2	Sopen06g012070	MYB_related
Sopen06g014030.1	Sopen06g014030	MYB_related
Sopen06g026850.1	Sopen06g026850	MYB_related
Sopen06g027540.1	Sopen06g027540	MYB_related
Sopen06g032060.1	Sopen06g032060	MYB_related
Sopen06g032700.1	Sopen06g032700	MYB_related
Sopen06g032700.3	Sopen06g032700	MYB_related
Sopen06g033890.1	Sopen06g033890	MYB_related
Sopen07g014330.1	Sopen07g014330	MYB_related
Sopen07g019970.1	Sopen07g019970	MYB_related
Sopen07g026120.1	Sopen07g026120	MYB_related
Sopen08g004330.1	Sopen08g004330	MYB_related
Sopen08g018930.1	Sopen08g018930	MYB_related
Sopen08g019870.1	Sopen08g019870	MYB_related
Sopen08g026840.1	Sopen08g026840	MYB_related
Sopen09g002440.1	Sopen09g002440	MYB_related
Sopen09g002460.1	Sopen09g002460	MYB_related
Sopen09g002480.2	Sopen09g002480	MYB_related
Sopen09g002790.1	Sopen09g002790	MYB_related
Sopen09g002790.2	Sopen09g002790	MYB_related
Sopen09g002910.1	Sopen09g002910	MYB_related
Sopen09g002910.2	Sopen09g002910	MYB_related
Sopen10g001100.1	Sopen10g001100	MYB_related
Sopen10g012550.1	Sopen10g012550	MYB_related
Sopen10g023180.1	Sopen10g023180	MYB_related
Sopen10g030860.1	Sopen10g030860	MYB_related
Sopen10g031430.1	Sopen10g031430	MYB_related
Sopen10g033810.1	Sopen10g033810	MYB_related
Sopen10g033810.2	Sopen10g033810	MYB_related
Sopen11g008590.1	Sopen11g008590	MYB_related
Sopen11g008630.1	Sopen11g008630	MYB_related
Sopen11g009280.1	Sopen11g009280	MYB_related
Sopen11g019820.1	Sopen11g019820	MYB_related
Sopen11g021820.1	Sopen11g021820	MYB_related
Sopen11g028430.1	Sopen11g028430	MYB_related
Sopen11g028980.1	Sopen11g028980	MYB_related
Sopen11g030770.1	Sopen11g030770	MYB_related
Sopen12g001750.1	Sopen12g001750	MYB_related
Sopen12g023090.1	Sopen12g023090	MYB_related
Sopen12g030000.1	Sopen12g030000	MYB_related
Sopen12g031050.1	Sopen12g031050	MYB_related
Sopen12g031070.1	Sopen12g031070	MYB_related
Sopen12g032990.1	Sopen12g032990	MYB_related
